型号,功率KW,空气密度kg/M^3,转速（转/分）,输出电压V,风速m/s,label
WT1500-82,1629.0624805044747,0.9899243616666524,355.51236851889155,210.02704158437282,27.933064799091312,1
WT1500-82,2088.10419607178,0.9638168217675747,382.2730432315866,235.11693330656917,32.40926634394266,1
WT1500-82,1454.2854193201388,0.8931338623857207,397.90732470155626,226.3706834267313,20.713761907813435,1
WT1500-82,1399.858786806645,0.7809302142992989,418.00583910443356,210.47347704918576,20.284505063133984,1
WT1500-82,1472.9233465153575,1.0267069626090715,356.73064418171475,244.29689989790162,24.42779282865518,1
WT1500-82,1336.4415959567784,0.5650586733986839,432.0393261057446,231.2633115616268,25.109783417967833,1
WT1500-82,1701.9287912449925,0.9789029744152926,373.24099475204736,207.5755614060795,35.635722732539804,1
WT1500-82,837.0238877488134,1.07297127469483,451.2152049885469,176.14789177913894,29.172037341024716,1
WT1500-82,1375.5271827336635,0.9972053316952934,348.4151714714085,213.70532570736117,27.3275415497449,1
WT1500-82,1916.4317943307246,0.864269393208532,338.3578480511046,246.29458850217455,23.831447046170304,1
WT1500-82,2250.900123412166,1.1401509089076027,393.37314604955617,200.05031474152665,18.0748238701918,1
WT1500-82,1703.186989347177,0.8711999354980937,375.5987855743782,239.83405682218805,27.59813543337064,1
WT1500-82,1314.4074021453853,0.8325509567453783,396.081930735564,217.8351309861674,28.900760693114474,1
WT1500-82,1274.2058403384117,0.8109967497738593,428.18013451683424,233.49772154611335,20.22195204723263,1
WT1500-82,1404.1919019855654,0.8851846337491937,341.8857236342501,222.60933488503593,25.633681890115234,1
WT1500-82,1278.0414275345336,0.989319338182558,453.943855629829,210.3820883842889,31.84306411661736,1
WT1500-82,1227.5375406242727,0.7667440230828223,443.60648123017165,216.65292415612052,18.90759677031978,1
WT1500-82,1983.738820249823,0.8154610905577753,428.47223644171993,221.95303540703327,29.287507191399975,1
WT1500-82,1647.9066963352427,0.5119473160657267,432.20230521756446,235.3006160934289,27.807354382250853,1
WT1500-82,1060.5528090188473,1.169115192012042,358.1072217449314,241.63414167940843,30.167599496979815,1
WT1500-82,1603.8999005127655,1.0829004578113364,444.14955501344224,245.90004105846944,23.206145221265594,1
WT1500-82,1054.9753088487669,0.9132415679294399,291.1644521521359,226.4894167432658,19.63159328998913,1
WT1500-82,1204.991634073872,1.2499815984369695,352.89844497332206,218.6422509032598,26.87752362216808,1
WT1500-82,1325.886514648833,0.9944086386577089,361.39604846238484,259.8720832863744,23.018162134698514,1
WT1500-82,1216.220890480497,0.9938237537590777,401.2323757596339,194.7564999061726,27.357231384264434,1
WT1500-82,1236.0543818802685,0.765141958241431,403.2491870221822,238.85753819812723,13.316960939123746,1
WT1500-82,1257.7541897435615,0.6566773671486861,341.0367803868934,224.74170846069651,17.486072344311637,1
WT1500-82,1853.327049042316,0.9034878875313433,272.90587354347844,243.53193188638735,27.977298594897448,1
WT1500-82,1256.6386641551712,0.8335663323781685,392.7567432642607,207.20506626711142,22.358294717486533,1
WT1500-82,1838.499365350561,0.9230430523838453,412.77938297622694,208.91108512884745,20.300876012089663,1
WT1500-82,1843.849469810177,1.3586279603520026,405.1649721142179,247.87061307708385,22.868573066363528,1
WT1500-82,1145.0964023686174,1.0933865418534996,356.61251443975544,227.28392190264023,28.79078515074049,1
WT1500-82,1671.3231289731652,0.7116796152331955,331.71408120993203,214.75035629568202,25.811834882501795,1
WT1500-82,1582.6844700489603,0.7756606739620782,433.87938541480827,233.8470564096226,21.365950195542354,1
WT1500-82,1731.7789935789642,1.0103016009120922,387.0550242733656,223.2253492993501,22.779585155451887,1
WT1500-82,1453.6744296060697,0.989078978196228,406.0237450393896,175.88324622954903,29.284113195902194,1
WT1500-82,1676.1114010194908,1.1729469742375571,393.7049091266879,288.0489432612993,22.76535787755214,1
WT1500-82,1366.9949913575372,0.8812589192825513,451.2296148997917,261.41269617752675,30.073239934091323,1
WT1500-82,2143.1168203889247,0.9296168540493237,413.0670449743808,222.1375646684173,35.661616984029855,1
WT1500-82,1092.5940636500707,1.0086773761767487,397.28412042807975,191.4595266905593,24.1306846600987,1
WT1500-82,2016.0913668697729,0.8238588429590109,417.93317952724783,224.18992448067021,20.243993724327808,1
WT1500-82,1452.0251538871619,0.6971061738327415,396.69153252804654,239.6050446041787,22.790513064344196,1
WT1500-82,1871.1798819378143,0.9727024484003663,463.40703679744945,195.44118210573455,17.65491303339785,1
WT1500-82,1487.8585822087286,1.0635806407217459,434.41661217486666,252.65298752404047,16.25241824534794,1
WT1500-82,1661.6055172687252,0.911707732518524,313.56067951992094,235.82838103651403,23.232346891706122,1
WT1500-82,1861.2209293775509,0.7191028912625048,390.816187509332,216.2528210016523,28.216686462802677,1
WT1500-82,1236.0658314313853,1.2479630124488315,382.12151830382214,216.3878654501693,25.236185269611905,1
WT1500-82,1610.3498300932094,0.2769583268999731,431.47297690820034,231.58150761123906,32.24519893240124,1
WT1500-82,1365.759234191538,0.8678060239807136,463.9531825091273,222.57968713924944,25.1809488289728,1
WT1500-82,1507.8718807148541,1.1424226775104225,416.6114636171152,245.22383363409432,25.454234929203146,1
WT1500-82,1477.1908073307345,0.7936212643113338,423.5421606677524,213.61083106594097,24.11854830032479,1
WT1500-82,1211.046943783361,0.8848174441349668,358.3858451497448,227.91552185806532,19.526897927555872,1
WT1500-82,1782.845179347106,0.5796942961477642,370.7144357329363,256.1221223017426,35.63237294812501,1
WT1500-82,1663.1134318719974,0.9549875232420656,300.4996626042424,234.2237658864127,21.24275583809334,1
WT1500-82,1264.7230092404882,0.887099737655823,468.3204680683193,237.2127206927699,27.703035219049145,1
WT1500-82,1544.9883720873686,0.43151939703871284,475.27854529725226,193.53423547085765,21.033888221104068,1
WT1500-82,1123.7234701239834,0.6331820974673139,394.54261896715946,232.25278546818882,24.13173326065287,1
WT1500-82,1131.4339871422096,0.9941999481577176,389.17406200675043,237.2947019607567,30.177171429822806,1
WT1500-82,2151.868732867475,1.0930291690406562,432.67596831995377,238.7704642877977,20.628658049605008,1
WT1500-82,1707.6734846980385,1.0244551142908975,416.0103633701629,215.87114917124094,28.697860385560315,1
WT1500-82,1895.6490000015367,0.7796075344934331,404.4726798823316,213.70588674551118,22.385273233622332,1
WT1500-82,1940.7342838472182,1.0859078515659384,323.9639462790628,216.3148012172072,27.959382405683296,1
WT1500-82,700.882374839963,0.9614065408577974,417.00638382150254,223.0004736000169,27.38743553002383,1
WT1500-82,1917.2091127114782,0.9632681012604275,417.24064561731353,201.203141805597,24.43735161780413,1
WT1500-82,2413.452534370679,0.6865957165332554,446.903573874044,216.5496202847792,15.47628838658113,1
WT1500-82,1976.8376169620008,1.129022469827615,354.3173666026623,230.54956014290022,21.52923426934725,1
WT1500-82,2630.4628165436484,1.1489820070378165,413.49642315416844,238.3880668111567,25.097906690926774,1
WT1500-82,1103.0102383132064,1.0921121245367844,393.17558724856315,219.5653943534139,16.685785738509693,1
WT1500-82,1380.1268385243443,0.9849007293799766,478.1358887912876,224.8294846485636,24.846957855845872,1
WT1500-82,1309.7406639456874,0.8629542795422731,374.82525922327324,190.67636828292387,26.48749602933706,1
WT1500-82,1143.9644922190976,0.8924387008485877,350.1997275340119,229.92842654051927,29.840688181580997,1
WT1500-82,2263.0614053284994,0.8877271012866856,364.020131465264,230.08155953777847,24.164666346717457,1
WT1500-82,1551.5886083684395,0.8322844992500049,445.9052825955924,203.90919699519497,24.416990172500523,1
WT1500-82,1617.8093468162929,0.46299068470902793,398.91732811145323,202.6320146459891,28.41128662233886,1
WT1500-82,2071.9981719018374,1.3795299867225526,356.68987353293227,281.73254602957957,34.57010575256092,1
WT1500-82,1301.9815806339998,0.5679063838681033,374.0306420163258,272.40675149277297,25.6995115737925,1
WT1500-82,1167.5501785246774,0.9610983496895911,369.4221392068203,215.37358322215638,24.42537706568504,1
WT1500-82,951.1311054695348,0.663742917470554,361.74673690374794,171.52700831230982,26.97502320701813,1
WT1500-82,1071.8322277986629,1.1509555993050635,472.5372897739465,220.81804963083,29.766581322489866,1
WT1500-82,1582.7546703176918,0.9978023263853562,419.64226508203694,230.62006310742836,30.364136777767314,1
WT1500-82,956.7569858898985,1.0324214140005286,481.16317551225035,219.58409798798615,27.422228027130195,1
WT1500-82,1195.4852700135814,1.1781898197527436,430.23201089438254,174.6386362355735,18.185310723454094,1
WT1500-82,1938.5664708220163,0.9009927826667969,420.01418566358535,215.46274024811805,24.236561149361965,1
WT1500-82,1141.7881500351148,0.6968167979436194,462.7678753739343,225.39530141045321,33.16310299006169,1
WT1500-82,1897.1216278397903,0.8616005918547618,402.66191526444885,224.26644734397422,21.78349277042939,1
WT1500-82,1287.6937606522017,0.7358715824899635,306.2150718916342,225.6929798414951,27.23947523995226,1
WT1500-82,1632.4625005792282,0.8112412380836672,422.3270816697754,181.03097063365686,13.304828859673398,1
WT1500-82,1370.4234032311786,1.257729062243715,441.0623853644132,216.91898822292592,26.56661432389424,1
WT1500-82,1629.0984568909369,0.9998876065675727,359.4761943093533,210.8756100746984,25.298087815279057,1
WT1500-82,1664.1455879311457,1.0261958623658864,379.47751352270325,225.1523686129759,24.029158340623958,1
WT1500-82,1819.5315777083067,0.7523225761544083,370.6341923847634,205.29200724801873,23.56560350767655,1
WT1500-82,1550.545510348952,0.848943346876887,396.07081061137774,256.7670210753408,24.74070153637859,1
WT1500-82,1083.7797102870093,0.872366124224614,266.6012284307867,208.4609131779,24.74224527829808,1
WT1500-82,1707.8061589857316,1.1093667382115209,401.37024438748546,235.08300281845797,26.097936271014017,1
WT1500-82,1442.2911255730623,0.8011820836368876,346.85731789793135,212.7558050350453,27.76628248906661,1
WT1500-82,1470.6863701338534,0.9325418288489111,408.20624653783267,200.76333143987043,26.86955434939152,1
WT1500-82,1899.3837399548756,0.7279214051267653,452.2117079139213,198.2790261584697,30.922084292973693,1
WT1500-82,1497.8488014670252,1.0685427196300323,418.2471653542035,259.08703658110363,27.64086588939179,1
WT1500-82,1694.2329378675574,0.613851281240137,349.0088735514451,174.181595713189,28.31766943750943,1
WT1500-82,1308.0116893143863,1.0347970173247492,391.96215917639324,205.87839339798148,27.168682419493734,1
WT1500-82,1469.05199966194,0.9722508353064188,440.7071537190504,198.88500817429704,27.22622037157253,1
WT1500-82,1263.3807712275354,1.1938613714082453,457.3319871992966,192.53753689995838,25.70979612968453,1
WT1500-82,1273.4763577931762,1.2186708145911767,384.50656767449675,250.65525487692355,22.73799528714828,1
WT1500-82,1235.339291084644,0.7263580829557067,400.875520346993,203.3216943294941,26.547312829868332,1
WT1500-82,1499.9566794973628,0.9137797052813231,291.15497486750417,229.60399003432485,24.546015180301058,1
WT1500-82,1997.8785285606084,0.7813436001763087,424.9196713183263,206.61929715604472,23.648667054891224,1
WT1500-82,1812.195395024912,0.9402517069295674,432.7733227368706,179.62872324055886,26.57245913370915,1
WT1500-82,1306.122519906866,1.0727309849579636,403.7887431577949,187.88599443422058,25.724877884703062,1
WT1500-82,1369.1838454338163,1.1359748045535754,462.37193979504127,222.90444685433113,23.223147178144714,1
WT1500-82,1484.7355059701085,0.7120881519979598,398.6317191496711,210.96164132469698,33.494597938519696,1
WT1500-82,1276.9213789828407,0.6757241742439021,355.2565392012671,218.79957307216782,21.7137121520143,1
WT1500-82,1510.285892076268,0.9097268567242017,363.67979450476156,224.25529620451954,27.361878147705948,1
WT1500-82,1425.650701997805,0.5617953875703101,338.54032238081953,231.24106302158398,43.451178289469084,1
WT1500-82,2040.5880295616705,1.0918552435028424,410.0676820979924,218.942408112974,22.330792084806262,1
WT1500-82,1439.9201908683958,0.7630164964670659,454.8614742504657,190.79985648686963,31.00675697264802,1
WT1500-82,1843.2358172663287,1.0695977913088304,409.02201191889577,218.78801480123198,20.5417363347556,1
WT1500-82,1555.8275765172393,0.9972206664154497,357.57303271471415,211.13520246037316,29.923639652198265,1
WT1500-82,1444.7706719507953,0.9762586406611513,365.332651360122,237.20216754974837,26.05313486539177,1
WT1500-82,1545.3088492734566,1.0872098850265766,407.18979536680126,251.70211691507376,21.669210378800674,1
WT1500-82,1617.9058967788326,0.8534531305420872,389.62124887693426,199.61722741800003,28.98124124173001,1
WT1500-82,1076.5670816412617,0.8248539473921845,412.4704398877665,208.74090731040636,29.977099121857247,1
WT1500-82,1433.0124648439921,0.8756258820256062,353.8895442322075,249.88126568543032,25.570635798746927,1
WT1500-82,924.2904069094176,0.8905657358428799,429.2107074399322,219.0985176849075,18.149092383575656,1
WT1500-82,1930.6110358309602,1.1729662733819097,480.032497077567,289.1954916281102,19.501733300522638,1
WT1500-82,1776.3261643432295,0.9276105245216429,414.1510989910598,221.01257719664002,17.997092715639777,1
WT1500-82,1351.6016846632979,0.8891239648143002,423.7078337873636,191.68945947568142,23.076459777597762,1
WT1500-82,1210.139818140492,1.0389749565057755,415.12148077286383,218.70042982787132,22.558579427236218,1
WT1500-82,1509.8662897512024,0.6772657268048884,338.51141218128066,210.0046511855334,19.648451345200336,1
WT1500-82,1021.7593176336972,0.8627360204281701,427.03139993815597,168.18303817868667,22.157232987586823,1
WT1500-82,888.3457688042645,0.7266142513399135,428.54396581346225,223.54450296010094,29.024827862904413,1
WT1500-82,1576.502857196902,0.8821958467865479,396.57891584472895,204.6350966865517,21.086848065303933,1
WT1500-82,1604.6826269504988,0.850292870280987,446.3117481204656,233.33883547200554,27.467092708074137,1
WT1500-82,1612.673028526064,0.5338142605858707,395.6991004849813,180.28560590084604,29.09942980796586,1
WT1500-82,896.0274360800672,1.0501987674403088,450.55762902903484,249.11810802942082,24.306431556221934,1
WT1500-82,1546.36840701888,0.7348005703737533,387.65885627463024,247.93180812477144,25.39862824470153,1
WT1500-82,1319.9884428883804,0.8742940451573159,421.434165590462,205.85931295541243,20.636672564363607,1
WT1500-82,1342.0086496219076,1.1021740227962844,385.54549694651257,204.7309530168592,23.607415990988304,1
WT1500-82,1248.213789821728,0.8175493436563985,487.07991218684833,233.62686299585584,27.137700662879162,1
WT1500-82,1939.547830027449,0.9066678926797177,460.54945369323724,211.25293987870057,25.30046303280496,1
WT1500-82,1706.9123628327586,0.7500200043112387,361.84103638932174,221.26430763507364,27.842441457526697,1
WT1500-82,1631.3367363621398,0.9161473591334257,430.0262883009487,207.8767619924815,26.618294851044826,1
WT1500-82,1084.7910401395695,1.2342398587207133,319.08971284021214,217.8759346177249,18.669483143471005,1
WT1500-82,1983.6197879262063,1.2921172980442421,403.6616908200491,237.62833975226567,22.93218328442973,1
WT1500-82,1360.5295737050399,0.9210396518666426,336.49129328926745,219.7139764510593,26.866883946548242,1
WT1500-82,1340.876432682951,1.2529336112454788,421.32629832293605,227.04074135746708,26.600831469086756,1
WT1500-82,1297.1761805975584,0.7955527723630721,360.5041318700497,221.63947355583662,27.965979177495115,1
WT1500-82,1937.0303653372632,1.0062721786160678,442.0630577990828,223.9326715608837,25.938287273772076,1
WT1500-82,1156.1432370118748,0.5419705556797693,389.2604910252127,191.47417963256254,32.43196048063641,1
WT1500-82,1723.760437755643,0.8568573224433093,364.54757356685434,282.764826654391,21.94052792089503,1
WT1500-82,1858.723196292318,0.8743347876979802,450.5604130902853,234.2943408442782,26.349220318351264,1
WT1500-82,1476.740227548381,0.6251610534673205,441.61956260716477,190.4836241551423,21.537534472362037,1
WT1500-82,1478.238487980287,0.9137283567335311,372.2578180452385,207.63638315443484,20.193333371452287,1
WT1500-82,1945.061933113009,1.0652273435633814,363.0820555062959,238.4033845483066,23.424571807158085,1
WT1500-82,1534.1382892503996,0.9950358037977637,302.96459436134523,223.5805278853112,30.07332751532647,1
WT1500-82,1940.5284594898749,0.9414538585716814,395.0285633404782,204.05162562015153,31.11287857993286,1
WT1500-82,1275.5283048057522,0.6903511676185652,425.53275290496197,233.65247110323037,20.88593702464121,1
WT1500-82,1804.1919583267472,0.8692113779080435,421.92063361678737,232.0652580668232,20.817625748724318,1
WT1500-82,1611.8903799035184,1.0964457499734475,374.8744869941547,252.12558777507994,31.89047188547421,1
WT1500-82,2418.7491561630236,0.9944888624036257,425.7890695321114,203.54898012904442,29.72714403467318,1
WT1500-82,1271.4258270115552,0.7039421164996461,418.96143273103615,212.20460760827987,19.543567638929776,1
WT1500-82,1387.4633907416198,0.8693671760012381,355.39566144664803,222.0716201555498,24.629511336928783,1
WT1500-82,1577.1084794457884,0.5646590550149966,346.3634194598897,229.84401274420577,14.846198254390691,1
WT1500-82,1358.787294914562,1.0527261140399828,363.2835917823225,228.6458558318385,22.415526470287094,1
WT1500-82,1506.194972235436,0.7299827852725879,426.84195957748,258.01435713876305,20.355713184890668,1
WT1500-82,1395.2880674050434,1.0486124597970654,404.66854398617534,237.73748719491783,25.420855063048293,1
WT1500-82,1750.1669287783325,0.75179525632499,352.07737274993667,217.09191008333116,27.24282848844127,1
WT1500-82,1588.1769569226321,0.6508294079826376,388.73323076363585,240.96601400474879,32.249639637942664,1
WT1500-82,1438.1351868068084,1.0117583164731256,374.02160630622376,194.0248686315422,38.53465394912649,1
WT1500-82,1329.371634974897,0.699241782990196,371.133418734013,236.35257497190287,19.42153111081751,1
WT1500-82,1627.2879610176649,1.1353024778009553,355.0403972473597,214.65963585832012,21.029483712272075,1
WT1500-82,1402.253118353182,0.9645997728181497,426.4515226712136,241.89804357886513,27.52133491256435,1
WT1500-82,1279.7602103356685,0.8835678884865407,403.34774740238385,227.16128890237525,19.737450331956076,1
WT1500-82,1913.9215174829235,0.9763774990996515,381.3560509574352,228.0678163539183,32.33526693516976,1
WT1500-82,1764.7682415448858,1.0565560873662536,372.14579810703674,239.13831497042793,17.12947921126219,1
WT1500-82,1952.106230945852,0.9003973494287771,407.66508697552626,203.4056393552871,22.638313080727862,1
WT1500-82,1448.8238448458899,1.112713396656827,340.1154455191657,256.4702762721661,16.615349794741803,1
WT1500-82,1320.2573995311636,1.1860027087901686,393.2495189448209,209.7888124146274,33.45605451658709,1
WT1500-82,1309.543944304934,1.0130966349874924,386.74734647753746,253.37996928554352,17.860962795627273,1
WT1500-82,1591.4223863522122,0.8899394359458254,412.03941667690555,190.84853188553643,20.357197709335807,1
WT1500-82,1763.4500018276774,0.864039501252109,469.73047233736514,197.35634401048486,23.3026494674031,1
WT1500-82,1467.8557119918669,0.9713591785269923,398.45856827697304,226.68988346366461,29.343910269642997,1
WT1500-82,1826.8313828048874,1.0053658255820368,418.90111528300673,223.9308153944117,23.22581168374177,1
WT1500-82,1023.606811346923,0.7803732465860347,360.88431020654156,210.21842528353457,23.68595600994007,1
WT1500-82,2153.2678981032414,0.5803702286203303,383.80224377428254,229.60866480670438,28.0451739521497,1
WT1500-82,1772.7897953139754,1.056512044038546,313.3903309786749,199.08502912909015,31.855260452382105,1
WT1500-82,1731.1715641259725,1.1065760346249056,451.3088255440673,209.40452273330686,30.34312387381902,1
WT1500-82,2060.5057193534853,1.2571548671068749,404.5817632117874,245.63260702427894,27.653503607763106,1
WT1500-82,1868.2142361615956,0.41935240312525807,403.4423522438352,204.98187617812573,19.315288652771603,1
WT1500-82,1500.9671470366688,0.9202892836812433,398.14409141734063,218.0778509203732,19.06470906084346,1
WT1500-82,1272.6118158788745,0.9681803028825053,400.8144477519625,217.91240099056444,16.545520856694658,1
WT1500-82,1844.5528018028447,1.2057677719051532,417.73074373553516,260.6397160142311,22.548593172592476,1
WT1500-82,1309.0698286785432,0.6494022390475659,399.83313699959126,194.71085082958814,32.22765091829631,1
WT1500-82,1137.0063074026566,1.1658505399740637,404.8894184166214,243.09917390884291,28.71550404807327,1
WT1500-82,974.7616777441384,0.6645184067019014,379.6208327624365,217.5666957737699,30.770222086671854,1
WT1500-82,1282.845527814138,0.9794958513176208,422.2737779488352,229.17034584570138,26.28837034097594,1
WT1500-82,1893.7401671842856,1.2604532293158783,411.2192246376995,246.5325382454418,18.11592978239269,1
WT1500-82,964.188452718287,0.8548972823435265,414.80295666312486,193.9851133851384,25.894903658113666,1
WT1500-82,1501.9014742694692,0.7616841279095116,421.1245455616383,219.81239830600427,27.153149569392713,1
WT1500-82,1175.881522552175,0.9274890999903385,346.67165070695506,244.48187784756072,22.35463763419811,1
WT1500-82,1314.381098036129,0.7325543877866731,369.3124480236032,200.83351626787046,21.333179345001657,1
WT1500-82,1100.199942785891,1.1873317526443936,387.9723336017613,227.89565491650518,20.166420747919258,1
WT1500-82,1953.0051084224879,1.2088967685929517,342.9680671322809,247.5074211640804,29.67637051048932,1
WT1500-82,1501.468116754961,0.7086978343204366,410.2214946825887,229.31198082058648,29.391041321829135,1
WT1500-82,1435.2027105219088,0.7838254723920354,406.25680912754694,192.57799349489048,27.278641302005056,1
WT1500-82,1301.3036229873883,0.7079420345069727,412.0924173999272,235.38097086203774,21.28462046867385,1
WT1500-82,1738.7151827173084,0.8211565262146646,413.89774323317664,215.6634426569776,24.033510792320342,1
WT1500-82,1865.6813934605395,0.5705579390243872,393.5608121643137,229.19673452996642,29.856616710782973,1
WT1500-82,2155.2329212860745,0.8262932238923937,379.11856465284677,253.6554213174875,15.515639078325197,1
WT1500-82,1649.3246455634562,0.9641833788970552,465.66017961878964,241.57654528520118,27.716519745102914,1
WT1500-82,1242.0112349522249,0.9168694276072674,373.95507264677065,218.24895299209342,25.6189734033899,1
WT1500-82,1778.9158750738507,0.9112612524424338,416.57089967870604,242.63666194434944,25.48289423224059,1
WT1500-82,2178.9125888568465,1.1591905842890067,380.52024421863393,234.76844160575902,29.100073033960648,1
WT1500-82,1742.3617859963658,1.1730637932330037,411.42453470370197,228.00402540702328,25.177883628692925,1
WT1500-82,1557.3100946735772,0.663158006352773,337.23475504206465,248.68306903956935,24.718247967856545,1
WT1500-82,1683.6134920626198,0.7780625098136171,445.59726988531594,217.30876640234786,23.690059384187776,1
WT1500-82,1344.7476455935507,0.6966619897317747,430.2413769941812,230.95969831321565,23.42213885126995,1
WT1500-82,1197.215989273256,0.8320590062634471,412.7912727730115,208.4353797445811,27.663951721909392,1
WT1500-82,1803.697020562679,0.7164692205227539,383.5197510482292,232.58000116073453,29.62651215936154,1
WT1500-82,1743.8573201088368,0.7878350476773012,421.92468998887165,269.3556829146646,19.53040112840806,1
WT1500-82,1384.4385288786823,0.7502994198136382,388.1801131604012,236.97884191091904,26.090083493721878,1
WT1500-82,1373.2030695226456,0.9231548979993317,345.06353212471635,199.70511767887376,19.511312032852672,1
WT1500-82,1945.0253675720396,0.9744198565349171,402.94343144122166,192.678932590104,22.732902054988468,1
WT1500-82,1714.8800590400926,1.08866475050528,424.17509088746056,250.59526338708375,11.586023649338225,1
WT1500-82,2158.184109914811,1.21397111855359,355.0331723041462,225.486965723224,25.479539607150702,1
WT1500-82,1186.4219402873366,0.8014121837433966,395.14147501015964,218.95767564900942,33.27087611378715,1
WT1500-82,1361.840807499746,0.6528496368485001,367.8219280541066,254.73798772184918,26.576919880003828,1
WT1500-82,1425.1313529146357,0.9075356721781983,364.5470225125364,201.86748285980352,18.941770255835667,1
WT1500-82,1620.381404478298,0.9443967786835008,382.2385071518524,196.1928708631581,15.494112346283497,1
WT1500-82,1968.2048199774615,0.6893602287762254,440.85295292133003,226.2241922141976,16.245959078003988,1
WT1500-82,2134.539066201454,0.7430176625332454,411.8486455178236,222.91018554539914,21.65538299808853,1
WT1500-82,1722.7544158115252,0.9039370303041664,384.8885013579511,231.01387630567476,16.9813795835569,1
WT1500-82,1239.8273753643143,0.7686412136438897,382.26044469204805,243.62014093448136,29.899285080834193,1
WT1500-82,1408.0450631050126,1.0311330744082865,439.9786498346343,259.3418915333978,27.756122349931932,1
WT1500-82,2147.3347456922925,1.015970248920148,406.4763954353482,265.0254381861968,29.55509880417713,1
WT1500-82,1208.4512249280049,1.1508463165903853,366.73208550558127,211.4413114075095,21.893013684776015,1
WT1500-82,1413.62806197159,0.7386053400895326,515.5268788030386,188.82016138000736,18.337348375831315,1
WT1500-82,1117.5470009567146,0.7939499247950393,298.5711817036231,212.22475120191098,24.648203281062703,1
WT1500-82,1149.404558960378,0.8966807494307267,328.6487470036139,231.88003845629845,22.740891069699973,1
WT1500-82,1628.72909279856,0.9239997143367777,442.95943251061783,225.07103239502828,27.109010400888273,1
WT1500-82,1855.9704906646634,0.7647554239411375,376.95832653202353,227.0204854617243,26.65005911344261,1
WT1500-82,1302.5881904430128,0.7727224216775455,441.07227098405957,223.66496705208735,24.17954634450744,1
WT1500-82,1265.219710838318,1.1454933707538903,381.20867098852693,243.54497319678995,17.078484102980916,1
WT1500-82,1508.7870493296496,0.6668474617223277,411.6859135985166,232.30858594845597,22.413568736311255,1
WT1500-82,1051.1512162332444,0.7332511975071788,343.43183890474,223.30070290577635,22.206342113555415,1
